label,Image,Mask
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\594_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\594_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\595_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\595_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\595_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\595_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\596_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\596_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\596_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\596_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\597_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\597_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\597_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\597_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\598_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\598_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\598_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\598_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\599_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\599_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\599_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\599_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\600_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\600_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\600_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\600_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\601_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\601_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\601_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\601_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\602_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\602_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\602_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\602_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\603_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\603_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\603_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\603_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\604_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\604_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\604_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\604_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\605_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\605_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\605_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\605_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\606_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\606_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\606_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\606_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\607_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\607_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\607_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\607_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\608_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\608_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\608_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\608_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\609_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\609_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\609_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\609_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\610_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\610_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\610_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\610_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\611_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\611_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\611_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\611_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\612_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\612_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\612_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\612_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\613_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\613_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\613_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\613_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\614_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\614_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\614_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\614_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\615_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\615_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\615_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\615_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\616_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\616_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\616_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\616_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\617_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\617_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\617_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\617_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\618_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\618_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\618_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\618_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\619_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\619_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\619_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\619_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\620_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\620_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\620_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\620_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\621_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\621_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\621_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\621_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\622_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\622_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\622_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\622_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\623_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\623_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\623_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\623_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\624_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\624_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\624_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\624_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\625_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\625_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\625_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\625_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\626_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\626_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\626_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\626_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\627_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\627_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\627_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\627_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\628_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\628_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\628_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\628_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\629_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\629_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\629_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\629_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\630_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\630_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\630_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\630_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\631_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\631_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\631_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\631_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\632_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\632_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\632_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\632_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\633_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\633_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\633_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\633_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\634_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\634_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\634_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\634_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\635_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\635_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\635_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\635_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\636_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\636_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\636_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\636_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\637_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\637_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\637_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\637_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\638_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\638_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\638_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\638_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\639_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\639_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\639_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\639_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\640_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\640_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\640_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\640_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\641_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\641_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\641_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\641_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\642_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\642_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\642_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\642_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\643_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\643_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\643_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\643_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\644_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\644_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\644_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\644_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\645_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\645_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\645_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\645_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\646_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\646_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\646_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\646_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\647_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\647_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\647_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\647_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\648_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\648_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\648_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\648_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\649_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\649_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\649_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\649_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\650_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\650_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\650_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\650_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\651_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\651_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\651_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\651_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\652_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\652_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\652_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\652_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\653_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\653_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\653_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\653_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\654_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\654_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\654_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\654_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\655_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\655_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\655_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\655_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\656_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\656_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\656_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\656_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\657_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\657_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\657_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\657_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\658_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\658_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\658_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\658_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\659_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\659_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\659_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\659_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\660_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\660_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\660_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\660_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\661_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\661_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\661_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\661_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\662_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\662_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\662_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\662_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\663_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\663_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\663_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\663_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\664_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\664_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\664_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\664_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\665_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\665_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\665_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\665_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\666_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\666_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\666_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\666_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\667_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\667_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\667_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\667_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\668_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\668_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\668_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\668_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\669_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\669_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\669_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\669_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\670_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\670_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\670_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\670_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\671_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\671_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\671_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\671_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\672_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\672_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\672_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\672_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\673_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\673_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\673_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\673_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\674_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\674_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\674_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\674_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\675_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\675_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\675_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\675_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\676_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\676_1.bmp
